unique_detection_id,emotion,confidence,bbox
1477,neutral,0.6357,"{""x1"": 401, ""y1"": 106, ""x2"": 565, ""y2"": 328}"
1478,surprise,0.8201,"{""x1"": 188, ""y1"": 325, ""x2"": 320, ""y2"": 531}"
1479,fear,0.8872,"{""x1"": 574, ""y1"": 358, ""x2"": 727, ""y2"": 583}"
1480,neutral,0.8646,"{""x1"": 281, ""y1"": 221, ""x2"": 404, ""y2"": 398}"
1481,neutral,0.6095,"{""x1"": 133, ""y1"": 288, ""x2"": 254, ""y2"": 649}"
1482,happy,0.5593,"{""x1"": 620, ""y1"": 116, ""x2"": 713, ""y2"": 316}"
1483,neutral,0.5516,"{""x1"": 722, ""y1"": 452, ""x2"": 789, ""y2"": 784}"
1484,happy,0.9779,"{""x1"": 533, ""y1"": 147, ""x2"": 606, ""y2"": 352}"
1485,neutral,0.586,"{""x1"": 293, ""y1"": 188, ""x2"": 388, ""y2"": 500}"
1486,surprise,0.8372,"{""x1"": 374, ""y1"": 128, ""x2"": 452, ""y2"": 412}"
1487,neutral,0.5776,"{""x1"": 83, ""y1"": 177, ""x2"": 189, ""y2"": 391}"
1488,neutral,0.8813,"{""x1"": 628, ""y1"": 369, ""x2"": 707, ""y2"": 533}"
1489,happy,0.5894,"{""x1"": 755, ""y1"": 219, ""x2"": 894, ""y2"": 605}"
1490,happy,0.6816,"{""x1"": 502, ""y1"": 203, ""x2"": 619, ""y2"": 524}"
1491,happy,0.6414,"{""x1"": 595, ""y1"": 86, ""x2"": 774, ""y2"": 250}"
1492,neutral,0.5536,"{""x1"": 482, ""y1"": 111, ""x2"": 624, ""y2"": 409}"
1493,happy,0.5788,"{""x1"": 457, ""y1"": 422, ""x2"": 589, ""y2"": 745}"
1494,sad,0.5555,"{""x1"": 190, ""y1"": 490, ""x2"": 321, ""y2"": 812}"
1495,neutral,0.8738,"{""x1"": 61, ""y1"": 270, ""x2"": 181, ""y2"": 482}"
1496,happy,0.9442,"{""x1"": 270, ""y1"": 149, ""x2"": 414, ""y2"": 491}"
1497,fear,0.8418,"{""x1"": 760, ""y1"": 453, ""x2"": 870, ""y2"": 766}"
1498,happy,0.6258,"{""x1"": 497, ""y1"": 232, ""x2"": 616, ""y2"": 532}"
1499,happy,0.6945,"{""x1"": 260, ""y1"": 64, ""x2"": 333, ""y2"": 318}"
1500,happy,0.6217,"{""x1"": 498, ""y1"": 139, ""x2"": 599, ""y2"": 312}"
1501,happy,0.8458,"{""x1"": 629, ""y1"": 180, ""x2"": 730, ""y2"": 561}"
1502,happy,0.7286,"{""x1"": 230, ""y1"": 472, ""x2"": 393, ""y2"": 828}"
1503,sad,0.6071,"{""x1"": 144, ""y1"": 308, ""x2"": 254, ""y2"": 671}"
1504,happy,0.8644,"{""x1"": 287, ""y1"": 63, ""x2"": 416, ""y2"": 235}"
1505,neutral,0.9222,"{""x1"": 162, ""y1"": 381, ""x2"": 232, ""y2"": 543}"
1506,happy,0.8452,"{""x1"": 795, ""y1"": 370, ""x2"": 892, ""y2"": 654}"
1507,surprise,0.8244,"{""x1"": 506, ""y1"": 118, ""x2"": 622, ""y2"": 510}"
1508,neutral,0.8402,"{""x1"": 425, ""y1"": 448, ""x2"": 509, ""y2"": 811}"
1509,fear,0.898,"{""x1"": 112, ""y1"": 376, ""x2"": 225, ""y2"": 659}"
1510,neutral,0.5658,"{""x1"": 237, ""y1"": 185, ""x2"": 356, ""y2"": 497}"
1511,fear,0.616,"{""x1"": 232, ""y1"": 363, ""x2"": 359, ""y2"": 615}"
1512,happy,0.6898,"{""x1"": 594, ""y1"": 206, ""x2"": 765, ""y2"": 582}"
1513,happy,0.6459,"{""x1"": 72, ""y1"": 409, ""x2"": 192, ""y2"": 605}"
1514,neutral,0.8741,"{""x1"": 461, ""y1"": 129, ""x2"": 596, ""y2"": 446}"
1515,neutral,0.8229,"{""x1"": 374, ""y1"": 457, ""x2"": 510, ""y2"": 819}"
1516,neutral,0.7402,"{""x1"": 426, ""y1"": 128, ""x2"": 580, ""y2"": 515}"
1517,happy,0.9551,"{""x1"": 768, ""y1"": 262, ""x2"": 865, ""y2"": 579}"
1518,angry,0.8629,"{""x1"": 483, ""y1"": 363, ""x2"": 566, ""y2"": 709}"
1519,happy,0.6932,"{""x1"": 415, ""y1"": 250, ""x2"": 480, ""y2"": 420}"
1520,neutral,0.6655,"{""x1"": 214, ""y1"": 330, ""x2"": 393, ""y2"": 602}"
1521,neutral,0.7171,"{""x1"": 796, ""y1"": 144, ""x2"": 965, ""y2"": 458}"
1522,happy,0.7407,"{""x1"": 418, ""y1"": 215, ""x2"": 567, ""y2"": 456}"
1523,happy,0.6721,"{""x1"": 104, ""y1"": 108, ""x2"": 215, ""y2"": 495}"
1524,surprise,0.6012,"{""x1"": 409, ""y1"": 135, ""x2"": 520, ""y2"": 449}"
1525,neutral,0.6024,"{""x1"": 698, ""y1"": 240, ""x2"": 868, ""y2"": 607}"
1526,happy,0.738,"{""x1"": 541, ""y1"": 110, ""x2"": 630, ""y2"": 488}"
1527,neutral,0.9659,"{""x1"": 95, ""y1"": 395, ""x2"": 252, ""y2"": 757}"
1528,sad,0.6976,"{""x1"": 142, ""y1"": 102, ""x2"": 251, ""y2"": 327}"
1529,neutral,0.6674,"{""x1"": 342, ""y1"": 491, ""x2"": 507, ""y2"": 832}"
1530,neutral,0.6616,"{""x1"": 472, ""y1"": 492, ""x2"": 599, ""y2"": 855}"
1531,happy,0.7185,"{""x1"": 794, ""y1"": 399, ""x2"": 961, ""y2"": 734}"
1532,neutral,0.6965,"{""x1"": 366, ""y1"": 458, ""x2"": 510, ""y2"": 634}"
1533,neutral,0.6928,"{""x1"": 557, ""y1"": 176, ""x2"": 719, ""y2"": 347}"
1534,happy,0.5632,"{""x1"": 373, ""y1"": 495, ""x2"": 480, ""y2"": 822}"
1535,sad,0.5542,"{""x1"": 416, ""y1"": 166, ""x2"": 582, ""y2"": 559}"
1536,neutral,0.7492,"{""x1"": 581, ""y1"": 243, ""x2"": 658, ""y2"": 447}"
1537,neutral,0.9771,"{""x1"": 407, ""y1"": 187, ""x2"": 570, ""y2"": 490}"
1538,neutral,0.9774,"{""x1"": 596, ""y1"": 327, ""x2"": 724, ""y2"": 692}"
1539,happy,0.932,"{""x1"": 633, ""y1"": 442, ""x2"": 810, ""y2"": 632}"
1540,neutral,0.7181,"{""x1"": 255, ""y1"": 173, ""x2"": 431, ""y2"": 363}"
1541,neutral,0.5961,"{""x1"": 409, ""y1"": 376, ""x2"": 537, ""y2"": 617}"
1542,happy,0.8454,"{""x1"": 677, ""y1"": 429, ""x2"": 753, ""y2"": 619}"
1543,happy,0.8494,"{""x1"": 321, ""y1"": 185, ""x2"": 492, ""y2"": 525}"
1544,sad,0.6693,"{""x1"": 334, ""y1"": 304, ""x2"": 452, ""y2"": 525}"
1545,happy,0.8814,"{""x1"": 71, ""y1"": 266, ""x2"": 193, ""y2"": 571}"
1546,neutral,0.939,"{""x1"": 327, ""y1"": 407, ""x2"": 403, ""y2"": 574}"
1547,happy,0.8124,"{""x1"": 525, ""y1"": 477, ""x2"": 690, ""y2"": 858}"
1548,surprise,0.6776,"{""x1"": 643, ""y1"": 202, ""x2"": 792, ""y2"": 430}"
1549,happy,0.7625,"{""x1"": 354, ""y1"": 154, ""x2"": 437, ""y2"": 390}"
1550,neutral,0.6718,"{""x1"": 713, ""y1"": 206, ""x2"": 823, ""y2"": 383}"
1551,sad,0.9515,"{""x1"": 746, ""y1"": 141, ""x2"": 854, ""y2"": 526}"
1552,neutral,0.6576,"{""x1"": 488, ""y1"": 59, ""x2"": 653, ""y2"": 258}"
1553,neutral,0.8163,"{""x1"": 761, ""y1"": 164, ""x2"": 859, ""y2"": 406}"
1554,neutral,0.799,"{""x1"": 464, ""y1"": 154, ""x2"": 618, ""y2"": 307}"
1555,neutral,0.7091,"{""x1"": 638, ""y1"": 297, ""x2"": 708, ""y2"": 470}"
1556,neutral,0.7771,"{""x1"": 510, ""y1"": 209, ""x2"": 639, ""y2"": 399}"
1557,neutral,0.6633,"{""x1"": 628, ""y1"": 319, ""x2"": 749, ""y2"": 624}"
1558,happy,0.9213,"{""x1"": 185, ""y1"": 85, ""x2"": 272, ""y2"": 365}"
1559,happy,0.9833,"{""x1"": 356, ""y1"": 410, ""x2"": 502, ""y2"": 591}"
1560,neutral,0.6781,"{""x1"": 699, ""y1"": 153, ""x2"": 860, ""y2"": 507}"
1561,neutral,0.6817,"{""x1"": 223, ""y1"": 257, ""x2"": 400, ""y2"": 419}"
1562,neutral,0.9583,"{""x1"": 753, ""y1"": 162, ""x2"": 877, ""y2"": 517}"
1563,neutral,0.9618,"{""x1"": 371, ""y1"": 392, ""x2"": 551, ""y2"": 682}"
1564,sad,0.7526,"{""x1"": 380, ""y1"": 321, ""x2"": 467, ""y2"": 525}"
1565,happy,0.8918,"{""x1"": 684, ""y1"": 190, ""x2"": 850, ""y2"": 478}"
1566,happy,0.9255,"{""x1"": 386, ""y1"": 92, ""x2"": 507, ""y2"": 403}"
1567,neutral,0.8652,"{""x1"": 760, ""y1"": 345, ""x2"": 841, ""y2"": 507}"
1568,happy,0.6138,"{""x1"": 144, ""y1"": 496, ""x2"": 306, ""y2"": 700}"
1569,neutral,0.7801,"{""x1"": 487, ""y1"": 122, ""x2"": 562, ""y2"": 470}"
1570,happy,0.7929,"{""x1"": 619, ""y1"": 181, ""x2"": 774, ""y2"": 574}"
1571,fear,0.6412,"{""x1"": 577, ""y1"": 292, ""x2"": 665, ""y2"": 517}"
1572,surprise,0.6645,"{""x1"": 786, ""y1"": 131, ""x2"": 857, ""y2"": 295}"
1573,neutral,0.9189,"{""x1"": 483, ""y1"": 309, ""x2"": 624, ""y2"": 647}"
1574,happy,0.7995,"{""x1"": 167, ""y1"": 481, ""x2"": 347, ""y2"": 741}"
1575,happy,0.9795,"{""x1"": 465, ""y1"": 450, ""x2"": 589, ""y2"": 700}"
1576,surprise,0.6871,"{""x1"": 273, ""y1"": 291, ""x2"": 344, ""y2"": 624}"
1577,happy,0.8746,"{""x1"": 247, ""y1"": 406, ""x2"": 414, ""y2"": 711}"
1578,happy,0.8627,"{""x1"": 133, ""y1"": 258, ""x2"": 309, ""y2"": 609}"
1579,neutral,0.5721,"{""x1"": 764, ""y1"": 428, ""x2"": 875, ""y2"": 771}"
1580,surprise,0.9567,"{""x1"": 591, ""y1"": 100, ""x2"": 759, ""y2"": 457}"
1581,neutral,0.7034,"{""x1"": 432, ""y1"": 448, ""x2"": 572, ""y2"": 607}"
1582,neutral,0.8312,"{""x1"": 499, ""y1"": 457, ""x2"": 562, ""y2"": 838}"
1583,angry,0.9262,"{""x1"": 137, ""y1"": 81, ""x2"": 264, ""y2"": 355}"
1584,surprise,0.6629,"{""x1"": 251, ""y1"": 133, ""x2"": 313, ""y2"": 307}"
1585,neutral,0.7542,"{""x1"": 526, ""y1"": 87, ""x2"": 614, ""y2"": 458}"
1586,neutral,0.9853,"{""x1"": 549, ""y1"": 192, ""x2"": 715, ""y2"": 401}"
1587,neutral,0.6085,"{""x1"": 485, ""y1"": 52, ""x2"": 558, ""y2"": 296}"
1588,happy,0.8149,"{""x1"": 338, ""y1"": 292, ""x2"": 501, ""y2"": 584}"
1589,neutral,0.9679,"{""x1"": 398, ""y1"": 459, ""x2"": 472, ""y2"": 706}"
1590,sad,0.6436,"{""x1"": 682, ""y1"": 261, ""x2"": 745, ""y2"": 494}"
1591,neutral,0.866,"{""x1"": 591, ""y1"": 399, ""x2"": 706, ""y2"": 570}"
1592,neutral,0.8199,"{""x1"": 181, ""y1"": 199, ""x2"": 312, ""y2"": 593}"
1593,angry,0.7808,"{""x1"": 614, ""y1"": 498, ""x2"": 777, ""y2"": 700}"
1594,happy,0.9008,"{""x1"": 75, ""y1"": 312, ""x2"": 138, ""y2"": 685}"
1595,neutral,0.9411,"{""x1"": 566, ""y1"": 159, ""x2"": 683, ""y2"": 458}"
1596,neutral,0.8129,"{""x1"": 623, ""y1"": 484, ""x2"": 728, ""y2"": 698}"
1597,happy,0.633,"{""x1"": 335, ""y1"": 213, ""x2"": 418, ""y2"": 399}"
1598,neutral,0.7199,"{""x1"": 717, ""y1"": 393, ""x2"": 840, ""y2"": 793}"
1599,neutral,0.7468,"{""x1"": 339, ""y1"": 199, ""x2"": 407, ""y2"": 381}"
1600,neutral,0.8426,"{""x1"": 487, ""y1"": 157, ""x2"": 607, ""y2"": 479}"
1601,neutral,0.7984,"{""x1"": 393, ""y1"": 338, ""x2"": 511, ""y2"": 640}"
1602,happy,0.9747,"{""x1"": 640, ""y1"": 152, ""x2"": 774, ""y2"": 392}"
1603,happy,0.5619,"{""x1"": 149, ""y1"": 130, ""x2"": 219, ""y2"": 304}"
1604,neutral,0.561,"{""x1"": 696, ""y1"": 116, ""x2"": 779, ""y2"": 433}"
1605,neutral,0.9854,"{""x1"": 163, ""y1"": 398, ""x2"": 340, ""y2"": 772}"
1606,happy,0.7377,"{""x1"": 290, ""y1"": 398, ""x2"": 402, ""y2"": 683}"
1607,happy,0.8092,"{""x1"": 145, ""y1"": 80, ""x2"": 216, ""y2"": 350}"
1608,happy,0.694,"{""x1"": 300, ""y1"": 292, ""x2"": 411, ""y2"": 680}"
1609,happy,0.9339,"{""x1"": 252, ""y1"": 50, ""x2"": 405, ""y2"": 315}"
1610,neutral,0.798,"{""x1"": 555, ""y1"": 137, ""x2"": 615, ""y2"": 360}"
1611,neutral,0.6177,"{""x1"": 549, ""y1"": 278, ""x2"": 636, ""y2"": 605}"
1612,happy,0.6119,"{""x1"": 294, ""y1"": 59, ""x2"": 397, ""y2"": 376}"
1613,sad,0.8903,"{""x1"": 433, ""y1"": 468, ""x2"": 524, ""y2"": 806}"
1614,disgust,0.794,"{""x1"": 366, ""y1"": 51, ""x2"": 449, ""y2"": 268}"
1615,neutral,0.7876,"{""x1"": 523, ""y1"": 385, ""x2"": 623, ""y2"": 751}"
1616,happy,0.5682,"{""x1"": 709, ""y1"": 445, ""x2"": 805, ""y2"": 682}"
1617,happy,0.5505,"{""x1"": 158, ""y1"": 441, ""x2"": 243, ""y2"": 759}"
1618,happy,0.7902,"{""x1"": 259, ""y1"": 203, ""x2"": 343, ""y2"": 601}"
1619,neutral,0.5882,"{""x1"": 402, ""y1"": 434, ""x2"": 571, ""y2"": 670}"
1620,happy,0.7872,"{""x1"": 119, ""y1"": 189, ""x2"": 285, ""y2"": 355}"
1621,happy,0.5808,"{""x1"": 451, ""y1"": 308, ""x2"": 581, ""y2"": 624}"
1622,neutral,0.9671,"{""x1"": 328, ""y1"": 134, ""x2"": 471, ""y2"": 374}"
1623,neutral,0.9646,"{""x1"": 56, ""y1"": 421, ""x2"": 205, ""y2"": 655}"
1624,neutral,0.6158,"{""x1"": 680, ""y1"": 474, ""x2"": 781, ""y2"": 642}"
1625,neutral,0.6853,"{""x1"": 120, ""y1"": 313, ""x2"": 260, ""y2"": 596}"
1626,neutral,0.6799,"{""x1"": 705, ""y1"": 183, ""x2"": 883, ""y2"": 346}"
1627,surprise,0.9347,"{""x1"": 72, ""y1"": 266, ""x2"": 166, ""y2"": 473}"
1628,neutral,0.8264,"{""x1"": 457, ""y1"": 453, ""x2"": 594, ""y2"": 738}"
1629,neutral,0.559,"{""x1"": 428, ""y1"": 455, ""x2"": 512, ""y2"": 796}"
1630,happy,0.9876,"{""x1"": 539, ""y1"": 314, ""x2"": 696, ""y2"": 486}"
1631,neutral,0.6551,"{""x1"": 154, ""y1"": 499, ""x2"": 315, ""y2"": 841}"
1632,neutral,0.7954,"{""x1"": 334, ""y1"": 99, ""x2"": 505, ""y2"": 493}"
1633,happy,0.753,"{""x1"": 149, ""y1"": 133, ""x2"": 256, ""y2"": 510}"
1634,neutral,0.7703,"{""x1"": 461, ""y1"": 77, ""x2"": 531, ""y2"": 350}"
1635,neutral,0.6906,"{""x1"": 656, ""y1"": 97, ""x2"": 820, ""y2"": 319}"
1636,neutral,0.7639,"{""x1"": 576, ""y1"": 341, ""x2"": 738, ""y2"": 566}"
1637,happy,0.7799,"{""x1"": 308, ""y1"": 445, ""x2"": 424, ""y2"": 651}"
1638,neutral,0.8692,"{""x1"": 535, ""y1"": 113, ""x2"": 627, ""y2"": 506}"
1639,happy,0.9137,"{""x1"": 660, ""y1"": 247, ""x2"": 738, ""y2"": 543}"
1640,happy,0.745,"{""x1"": 277, ""y1"": 431, ""x2"": 357, ""y2"": 647}"
1641,happy,0.8662,"{""x1"": 263, ""y1"": 369, ""x2"": 326, ""y2"": 519}"
1642,happy,0.8014,"{""x1"": 126, ""y1"": 395, ""x2"": 273, ""y2"": 623}"
1643,happy,0.5537,"{""x1"": 328, ""y1"": 436, ""x2"": 508, ""y2"": 687}"
1644,surprise,0.9632,"{""x1"": 762, ""y1"": 203, ""x2"": 896, ""y2"": 500}"
1645,surprise,0.5737,"{""x1"": 200, ""y1"": 87, ""x2"": 307, ""y2"": 355}"
1646,neutral,0.88,"{""x1"": 207, ""y1"": 357, ""x2"": 383, ""y2"": 678}"
1647,neutral,0.599,"{""x1"": 202, ""y1"": 496, ""x2"": 315, ""y2"": 757}"
1648,neutral,0.9718,"{""x1"": 140, ""y1"": 461, ""x2"": 238, ""y2"": 721}"
1649,neutral,0.8587,"{""x1"": 315, ""y1"": 297, ""x2"": 426, ""y2"": 637}"
1650,neutral,0.5769,"{""x1"": 619, ""y1"": 495, ""x2"": 714, ""y2"": 663}"
1651,neutral,0.9222,"{""x1"": 760, ""y1"": 232, ""x2"": 910, ""y2"": 462}"
1652,angry,0.5973,"{""x1"": 144, ""y1"": 112, ""x2"": 264, ""y2"": 417}"
1653,happy,0.9125,"{""x1"": 494, ""y1"": 341, ""x2"": 631, ""y2"": 668}"
1654,sad,0.7961,"{""x1"": 148, ""y1"": 132, ""x2"": 241, ""y2"": 439}"
1655,happy,0.7365,"{""x1"": 123, ""y1"": 238, ""x2"": 213, ""y2"": 439}"
1656,happy,0.5859,"{""x1"": 749, ""y1"": 436, ""x2"": 832, ""y2"": 596}"
1657,happy,0.5737,"{""x1"": 715, ""y1"": 485, ""x2"": 850, ""y2"": 712}"
1658,happy,0.7512,"{""x1"": 167, ""y1"": 188, ""x2"": 320, ""y2"": 386}"
1659,happy,0.551,"{""x1"": 527, ""y1"": 318, ""x2"": 628, ""y2"": 620}"
1660,neutral,0.9177,"{""x1"": 780, ""y1"": 142, ""x2"": 900, ""y2"": 363}"
1661,neutral,0.6971,"{""x1"": 514, ""y1"": 315, ""x2"": 655, ""y2"": 679}"
1662,neutral,0.5862,"{""x1"": 575, ""y1"": 155, ""x2"": 733, ""y2"": 444}"
1663,neutral,0.5604,"{""x1"": 450, ""y1"": 478, ""x2"": 570, ""y2"": 673}"
1664,happy,0.8062,"{""x1"": 668, ""y1"": 256, ""x2"": 844, ""y2"": 562}"
1665,happy,0.6331,"{""x1"": 143, ""y1"": 243, ""x2"": 275, ""y2"": 640}"
1666,sad,0.9452,"{""x1"": 660, ""y1"": 77, ""x2"": 727, ""y2"": 253}"
1667,sad,0.6369,"{""x1"": 182, ""y1"": 216, ""x2"": 358, ""y2"": 496}"
1668,happy,0.644,"{""x1"": 559, ""y1"": 286, ""x2"": 687, ""y2"": 616}"
1669,neutral,0.7265,"{""x1"": 372, ""y1"": 403, ""x2"": 514, ""y2"": 760}"
1670,happy,0.9192,"{""x1"": 497, ""y1"": 61, ""x2"": 670, ""y2"": 248}"
1671,neutral,0.5943,"{""x1"": 358, ""y1"": 63, ""x2"": 482, ""y2"": 451}"
1672,happy,0.6656,"{""x1"": 647, ""y1"": 83, ""x2"": 752, ""y2"": 382}"
1673,neutral,0.728,"{""x1"": 398, ""y1"": 216, ""x2"": 463, ""y2"": 444}"
1674,happy,0.6961,"{""x1"": 318, ""y1"": 485, ""x2"": 409, ""y2"": 795}"
1675,neutral,0.8737,"{""x1"": 730, ""y1"": 447, ""x2"": 903, ""y2"": 615}"
1676,neutral,0.9486,"{""x1"": 757, ""y1"": 234, ""x2"": 875, ""y2"": 400}"
1677,neutral,0.7502,"{""x1"": 299, ""y1"": 119, ""x2"": 397, ""y2"": 355}"
1678,happy,0.8574,"{""x1"": 229, ""y1"": 59, ""x2"": 316, ""y2"": 449}"
1679,neutral,0.635,"{""x1"": 96, ""y1"": 167, ""x2"": 164, ""y2"": 485}"
1680,angry,0.7282,"{""x1"": 218, ""y1"": 105, ""x2"": 393, ""y2"": 379}"
1681,neutral,0.6869,"{""x1"": 453, ""y1"": 325, ""x2"": 532, ""y2"": 675}"
1682,neutral,0.6723,"{""x1"": 427, ""y1"": 105, ""x2"": 500, ""y2"": 440}"
1683,happy,0.7601,"{""x1"": 694, ""y1"": 429, ""x2"": 768, ""y2"": 641}"
1684,neutral,0.5892,"{""x1"": 237, ""y1"": 418, ""x2"": 408, ""y2"": 620}"
1685,neutral,0.618,"{""x1"": 357, ""y1"": 89, ""x2"": 534, ""y2"": 294}"
1686,neutral,0.7513,"{""x1"": 279, ""y1"": 122, ""x2"": 421, ""y2"": 378}"
1687,neutral,0.98,"{""x1"": 754, ""y1"": 299, ""x2"": 820, ""y2"": 532}"
1688,happy,0.6988,"{""x1"": 739, ""y1"": 390, ""x2"": 864, ""y2"": 739}"
1689,happy,0.6831,"{""x1"": 664, ""y1"": 371, ""x2"": 803, ""y2"": 704}"
1690,fear,0.696,"{""x1"": 570, ""y1"": 222, ""x2"": 675, ""y2"": 583}"
1691,sad,0.7791,"{""x1"": 573, ""y1"": 241, ""x2"": 651, ""y2"": 507}"
1692,happy,0.9701,"{""x1"": 550, ""y1"": 50, ""x2"": 671, ""y2"": 222}"
1693,neutral,0.9118,"{""x1"": 209, ""y1"": 211, ""x2"": 331, ""y2"": 505}"
1694,happy,0.7218,"{""x1"": 62, ""y1"": 232, ""x2"": 188, ""y2"": 625}"
1695,fear,0.7995,"{""x1"": 138, ""y1"": 447, ""x2"": 255, ""y2"": 840}"
1696,neutral,0.5762,"{""x1"": 786, ""y1"": 386, ""x2"": 942, ""y2"": 762}"
1697,happy,0.9155,"{""x1"": 89, ""y1"": 76, ""x2"": 150, ""y2"": 287}"
1698,happy,0.7529,"{""x1"": 618, ""y1"": 405, ""x2"": 702, ""y2"": 692}"
1699,happy,0.6504,"{""x1"": 494, ""y1"": 155, ""x2"": 665, ""y2"": 470}"
1700,neutral,0.7406,"{""x1"": 195, ""y1"": 465, ""x2"": 299, ""y2"": 616}"
1701,neutral,0.9074,"{""x1"": 256, ""y1"": 188, ""x2"": 429, ""y2"": 588}"
1702,happy,0.7163,"{""x1"": 238, ""y1"": 316, ""x2"": 327, ""y2"": 664}"
1703,neutral,0.7942,"{""x1"": 415, ""y1"": 482, ""x2"": 580, ""y2"": 775}"
1704,happy,0.6999,"{""x1"": 491, ""y1"": 82, ""x2"": 661, ""y2"": 237}"
1705,neutral,0.7659,"{""x1"": 134, ""y1"": 362, ""x2"": 212, ""y2"": 540}"
1706,neutral,0.5858,"{""x1"": 314, ""y1"": 138, ""x2"": 479, ""y2"": 535}"
1707,neutral,0.9124,"{""x1"": 307, ""y1"": 267, ""x2"": 450, ""y2"": 666}"
1708,neutral,0.7927,"{""x1"": 715, ""y1"": 392, ""x2"": 870, ""y2"": 733}"
1709,happy,0.822,"{""x1"": 735, ""y1"": 294, ""x2"": 803, ""y2"": 544}"
1710,neutral,0.7214,"{""x1"": 115, ""y1"": 62, ""x2"": 282, ""y2"": 241}"
1711,happy,0.6725,"{""x1"": 117, ""y1"": 433, ""x2"": 214, ""y2"": 776}"
1712,happy,0.6798,"{""x1"": 84, ""y1"": 125, ""x2"": 247, ""y2"": 502}"
1713,happy,0.787,"{""x1"": 177, ""y1"": 170, ""x2"": 261, ""y2"": 438}"
1714,happy,0.6437,"{""x1"": 275, ""y1"": 96, ""x2"": 395, ""y2"": 387}"
1715,happy,0.6083,"{""x1"": 469, ""y1"": 350, ""x2"": 538, ""y2"": 670}"
1716,neutral,0.9265,"{""x1"": 490, ""y1"": 110, ""x2"": 609, ""y2"": 495}"
1717,neutral,0.696,"{""x1"": 678, ""y1"": 281, ""x2"": 825, ""y2"": 626}"
1718,neutral,0.9628,"{""x1"": 324, ""y1"": 390, ""x2"": 475, ""y2"": 779}"
1719,happy,0.6659,"{""x1"": 683, ""y1"": 203, ""x2"": 823, ""y2"": 522}"
1720,happy,0.9697,"{""x1"": 597, ""y1"": 206, ""x2"": 730, ""y2"": 572}"
1721,happy,0.8838,"{""x1"": 258, ""y1"": 165, ""x2"": 404, ""y2"": 508}"
1722,neutral,0.9761,"{""x1"": 159, ""y1"": 437, ""x2"": 219, ""y2"": 665}"
1723,neutral,0.9493,"{""x1"": 547, ""y1"": 249, ""x2"": 700, ""y2"": 605}"
1724,neutral,0.9655,"{""x1"": 617, ""y1"": 198, ""x2"": 797, ""y2"": 404}"
1725,neutral,0.9679,"{""x1"": 295, ""y1"": 354, ""x2"": 435, ""y2"": 715}"
1726,neutral,0.9833,"{""x1"": 264, ""y1"": 462, ""x2"": 361, ""y2"": 700}"
1727,fear,0.7149,"{""x1"": 575, ""y1"": 480, ""x2"": 643, ""y2"": 776}"
1728,angry,0.7754,"{""x1"": 306, ""y1"": 379, ""x2"": 389, ""y2"": 612}"
1729,neutral,0.6364,"{""x1"": 410, ""y1"": 100, ""x2"": 542, ""y2"": 324}"
1730,fear,0.6493,"{""x1"": 190, ""y1"": 365, ""x2"": 308, ""y2"": 522}"
1731,sad,0.6206,"{""x1"": 385, ""y1"": 450, ""x2"": 453, ""y2"": 731}"
1732,neutral,0.6371,"{""x1"": 536, ""y1"": 132, ""x2"": 713, ""y2"": 473}"
1733,neutral,0.9033,"{""x1"": 418, ""y1"": 361, ""x2"": 494, ""y2"": 736}"
1734,happy,0.8763,"{""x1"": 224, ""y1"": 300, ""x2"": 342, ""y2"": 462}"
1735,happy,0.6319,"{""x1"": 517, ""y1"": 326, ""x2"": 599, ""y2"": 677}"
1736,sad,0.7256,"{""x1"": 568, ""y1"": 280, ""x2"": 664, ""y2"": 673}"
1737,happy,0.9654,"{""x1"": 186, ""y1"": 216, ""x2"": 331, ""y2"": 560}"
1738,happy,0.789,"{""x1"": 235, ""y1"": 313, ""x2"": 295, ""y2"": 640}"
1739,neutral,0.7211,"{""x1"": 285, ""y1"": 95, ""x2"": 414, ""y2"": 313}"
1740,fear,0.8371,"{""x1"": 82, ""y1"": 487, ""x2"": 190, ""y2"": 722}"
1741,neutral,0.9549,"{""x1"": 488, ""y1"": 150, ""x2"": 565, ""y2"": 317}"
1742,disgust,0.5823,"{""x1"": 244, ""y1"": 371, ""x2"": 354, ""y2"": 696}"
1743,sad,0.6903,"{""x1"": 164, ""y1"": 75, ""x2"": 301, ""y2"": 323}"
1744,neutral,0.658,"{""x1"": 454, ""y1"": 396, ""x2"": 565, ""y2"": 631}"
1745,happy,0.5507,"{""x1"": 381, ""y1"": 391, ""x2"": 532, ""y2"": 544}"
1746,happy,0.8568,"{""x1"": 738, ""y1"": 266, ""x2"": 860, ""y2"": 446}"
1747,neutral,0.5649,"{""x1"": 280, ""y1"": 167, ""x2"": 411, ""y2"": 380}"
1748,sad,0.8571,"{""x1"": 183, ""y1"": 279, ""x2"": 303, ""y2"": 474}"
1749,neutral,0.6438,"{""x1"": 695, ""y1"": 476, ""x2"": 810, ""y2"": 639}"
1750,happy,0.7506,"{""x1"": 227, ""y1"": 364, ""x2"": 310, ""y2"": 586}"
1751,neutral,0.5775,"{""x1"": 67, ""y1"": 98, ""x2"": 167, ""y2"": 281}"
1752,neutral,0.85,"{""x1"": 495, ""y1"": 181, ""x2"": 575, ""y2"": 544}"
1753,neutral,0.7609,"{""x1"": 313, ""y1"": 265, ""x2"": 421, ""y2"": 512}"
